ID	001_VA	004_RF	011_MA	015_MA	019_LG	020_KN	021_JC	022_SM	024_JM	029_UW	037_ST	040_KB	041_MNL	042_SPA	045_NM	046_RM	052_WC	053_MA	060_DW	061_NA	064_WAW	065_MWA	067_RM	069_EJK	071_KC	074_DC	075_SM	078_AT	079_MC	082_SW	083_AP	084_JP	088_PB	089_AA	091_FC	092_TP	093_SD	094_MG	095_SB	098_LD	100_BC	101_MB	103_ML	104_GL	106_FC	107_ZC	111_AG	113_KD	115_FR	122_KM	302_TK	303_EG	304_RK	305_FK	306_RS	307_GK	308_VM	309_PK	310_GM	311_MK	312_KN	313_VM	314_SP	315_SK	317_TG	319_DM	320_ST	321_RM	322_LT	324_AT	329_NW	332_MW	333_MW	334_BT	335_LK	336_PT	337_TP	338_EC	339_GK	340_CM	341_ST	343_VB	344_SB	345_MK	346_JS	347_RT	348_DO	349_GS	352_AB	354_AK	357_WT	359_AB	360_JG	364_JZ	367_RL	370_WH	371_SK	379_JP	382_JK	385_CP
Rothia_mucilaginosa	0	0	0.03707	0.05584	0.00467	0.00938	0	0.00409	0.00642	0.0204	0	0.00229	0.01144	0.01496	0	0	0	0	0	0.05259	0.06448	0	0.03981	0	0.03014	0	0.16166	0	0	0.14953	0.00509	0.03102	0	0.0542	0.05791	0	0.00877	0.01362	0	0.00472	0	0	0.00598	0.0179	0	0.00811	0.00169	0	0	0	0.13768	0.29053	0.01675	0	0	0.34503	0.02287	0	0.00804	0.00139	0	0	0.99224	0	0.58294	0	0	0	0.0155	0.03106	0	0	0	0	0	0.05185	0.01051	0.06361	0.0076	0	0	0.02041	0	0	0.16942	0	0	0.02578	0.00455	0	0	0	0	0.03601	0.01548	0.1483	0	0.00273	0.05428	0
Rothia_unclassified	0	0	0	0	0	0	0	0.00244	0	0	0	0	0	0	0	0.00655	0	0	0	0	0.02093	0	0.05431	0	0	0	0.11831	0	0	0	0	0	0	0	0	0	0	0.01756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01326	0	0	0	0	0	0	0.00978	0	0.00782	0	0	0	0	0	0	0.00295	0	0	0	0	0	0	0.0014	0	0.07826	0	0	0	0.02014	0	0	0	0	0	0	0	0	0	0	0	0	0.09244	0	0	0	0	0
Alloscardovia_omnicolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01982	0	0	0	0	0	0	0	0	0	0	0.12879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11769	0	0	0	0	0
Bifidobacterium_adolescentis	0.10495	27.62265	0.15219	0.04884	3.36556	0.00073	7.66436	0	5.0937	11.44598	1.54292	0	0.16349	1.95723	7.32031	1.66256	1.08863	13.49907	0.01222	2.42371	13.06657	0.74614	1.58941	0	1.382	1.27594	0.33534	2.15099	1.06079	0.29215	0	0.34444	0	0.07497	0	0.05796	1.33477	10.00983	0.99383	0.27764	0.0222	0	0.1664	1.23299	0	0	0.11854	0.03044	11.7611	4.56439	0.26446	0	1.32354	0	1.84225	6.8189	0.58817	4.28788	35.68195	1.64436	1.20379	0	12.81324	0	1.41734	0	0.73151	0	10.06563	9.22706	0	0	0	0	12.47987	0	0	1.40649	0	0.06066	12.9317	0	13.14519	1.00688	6.14281	0.0019	0	0.71902	3.61965	0	2.79053	0	4.21934	0	0.8321	0.29369	0.09376	1.53714	0.65132	4.64109
Bifidobacterium_angulatum	0	0	0	0.292	0	0	0	0	0	0	0	0	0	0.07036	0	0	0.41076	0	0	0	0	0	0.4536	0	0	0	0	0.34217	0	0	0	0	0	0	0	0	0	21.5623	0	0	0.01262	0	0	0	0	0	0	0.00667	0	0.48931	0	0	0	0	0	0	0	0	0	0.05017	0	0	1.71432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34723	0	0	0.31352	0	3.29918	0	0	0	0	0	0	0.55135
Bifidobacterium_bifidum	0	2.46025	0	0	0.09701	0.88097	0.4843	0	0	0	0	0.68878	0.19021	0	0.53909	0.38842	0.24915	0.34381	0.07752	0	0.41607	0	0.22768	0.96483	0	0	0	0	0	0	0	0.57125	0	0.00394	4.78404	0	0	0	0	0.12875	0	0	0	0	0	1.19688	0	0	1.3399	2.97333	0	0	0.77492	0	0	1.44589	0	0.05605	3.02302	1.08791	0.09762	0	0	0	1.71793	0	1.29997	0	0	0	2.19731	0	0	0	0	0.79427	0	0	0	0	1.97514	0.45103	2.63042	0.29856	1.27436	0	0	0	0.908	0	0.32233	0	0	0	0	0	0	0	0	2.57445
Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02537	0	0	0	0	0	0	0	0
Bifidobacterium_catenulatum	0	0	0	0.3217	0.20171	0	0.01343	0	0	0.06284	0.00577	0.24696	0	0.09105	0	0	0.49326	0	0.03038	0	0.03168	0	0.3027	0	0.00671	0	0.41749	0.15349	0	0.17829	0	0.04295	0.0544	0	0	0.00515	3.82536	2.21086	0.63944	0.17054	0	0	0	0	0	0	0	0	0.01603	0.40052	0	0	0.4339	0.1084	1.46226	4.37716	0.02808	0.34285	3.73323	1.38342	0.41919	0	3.50958	0.00297	0.05088	0.04889	0	0	0.90616	0.4031	0	0	0	0	0	0	0	0.48321	0	0.07883	0.8206	0.00425	0.2203	0.09257	0.59391	0	0	0.01591	0	0	0	15.52459	1.05461	0	0.20962	0	0	0.00244	0.27995	0.22962
Bifidobacterium_dentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01426	0	0	0.02279	0	0	0.01962	0	0	0	0	0	0	0	0	0	0	0.00982	0	0	0	0	0	0	0	0.23056	0	0	0.01348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29387	0	0	0	0	0	0	0	0	0	0.02718	0	0.05435	0.16631	0.01577	0.00485	0	0	0	0	0.46541	0	0	0	0	0	0	0	0	0	0.28771	0	0
Bifidobacterium_longum	0.29989	5.44757	0	0.02237	0.42659	6.85086	1.54543	0.02504	0.55281	0	0	0.64043	0.03035	0.51619	1.36572	0.17274	0.90115	0.15538	0.02911	0	0.41263	0.77458	0.08907	0	0.27573	0	1.34302	0.04162	1.60943	0.20481	4.6675	0.38769	0.34701	0.09159	1.19868	0	1.33059	1.57839	1.6963	0.82656	0.03623	0.70127	0	0.4714	0	2.67477	0	2.78441	0.20352	1.06494	0.29059	0	0.6074	0.06478	1.08189	10.43634	0	0	24.07097	1.70344	0.22633	0.80775	0.10427	0.00354	0.06538	0.01299	0.29006	0	1.62755	2.26218	0	0	0	0	0.4043	0	0	0.47353	0.01484	3.50713	4.63611	0.09632	2.25485	0.37448	6.63318	0	0.36638	0.44395	0.56917	0.04328	0.88756	0	0.72996	0	0.06885	0.09326	0.83901	0.13423	0.84161	0.79872
Bifidobacterium_pseudocatenulatum	0	0	0	0	0.01233	0	0.01031	0	3.11714	0	0	0.14426	0	0.04663	0	0	0.00451	0	0	0	0	0	0	0	0	0.24885	0.10291	0	0	0	0.15199	0	0	0	0	0	0	0	0	0.16258	0	0	0	0.07642	0	0	0	0.74407	0.00344	0	0	0	0	0	0.16421	0.00583	2.12661	0	3.43217	0.04232	0	0.45002	0.04285	0	0.4908	0	0	0	0	0	0	3.58434	0	0.0036	0	0	0	0	0	1.498	0.04048	1.92882	0.19912	0	0.02798	0	0	0	0	0.00223	0	0	0	0	0.0046	0	0.3082	0	0.1039	0.70349
Gardnerella_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scardovia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02657	0	0	0	0	0	0	0	0
Scardovia_wiggsiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0	0.00925	0	0	0.00149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00157	0	0	0.01027	0.01235	0	0	0	0	0.02825	0	0	0	0	0	0	0	0	0	0	0.01051	0	0	0	0	0	0	0	0	0	0	0.14926	0	0	0	0	0	0	0.00575	0	0	0	0	0.00595	0	0	0.06493	0.0591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atopobium_parvulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01185	0	0	0	0	0	0	0	0	0	0.00582	0	0	0	0	0	0	0	0	0	0.10026	0	0	0	0	0	0	0.01262	0.00491	0	0.00423	0	0
Atopobium_rimae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01298	0	0	0	0	0	0	0	0	0	0.00499	0	0
Atopobium_vaginae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collinsella_aerofaciens	0.08661	0.62054	0.38515	1.47906	0.54478	2.56086	2.11375	0.29914	0	0.74775	0.50655	0.69061	0.61313	0.54652	1.55961	0.72362	0.27032	4.9843	0.28839	0.72148	0.61943	0.58924	4.07331	0	0.44019	1.04635	0.42387	0.98708	0.0714	0.24531	0.73524	0.71068	0.13418	0.02288	1.95916	0.84222	0.19233	1.5816	0.47957	0.38768	2.7022	0.27196	0.20979	0.43947	0.42396	1.76576	0.49649	1.18878	1.96834	0.69332	0.16558	0	0.23719	0.11719	1.25147	0.48914	0	1.17947	1.56067	0.2973	0.46237	0.25254	0.63556	0.11303	0.41311	0.11477	1.26509	0	2.03575	1.87644	0	2.19341	0	0.89888	1.2346	0.95579	0	0.29529	1.03739	1.25021	3.74524	0	1.55391	0.97521	2.88672	0.06976	0.65646	0.75806	0.58346	0.21723	4.22729	0	1.3553	0	1.25757	0.47154	0.53628	0.29634	0.42651	1.14887
Collinsella_intestinalis	0	1.83155	0	0	0	0	0.05467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1552	0	0	0	0	0	0	0	0	0	0.04742	0.24059	0	0	0	0	0	0	0	0	0	0.02497	0	0	0	0	0	0	0.00251	0	0	0	0	0	0	0	0	0	0	0	0	0.01895	0	0	0	0	0	0	0	0	0	0	0	0	1.69263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00608	0	0	0	0
Collinsella_tanakaei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collinsella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01482	0	0	0	0	0	0	0	0
Eggerthella_lenta	0	0	0	0	0	0.00755	0	0	0.04228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01017	0	0	0	0	0	0	0.0076	0	0	0	0.04565	0	0	0	0	0.00178	0	0	0	0	0	0	0	0	0	0	0.01768	0.00311	0.00245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eggerthella_unclassified	0	0	0	0	0	0.10093	0.01923	0	0.04429	0	0	0.08994	0	0	0	0	0	0	0	0	0	0	0	0.25469	0	0	0	0	0	0	0	0	0	0	0.03124	0	0	0	0	0	0.01378	0.00295	0	0	0.02953	0	0	0.17413	0	0	0	0.09276	0	0	0	0	0.01057	0	0.00772	0	0	0.01837	0	0	0	0.00154	0	0.31766	0	0	0	0	0.01222	0	0	0.03256	0.06562	0	0	0.00753	0	0.08695	0	0	0	0.10933	0	0	0	0	0	0.07312	0	0.03387	0	0	0	0	0	0
Gordonibacter_pamelaeae	0.01742	0	0	0	0	0	0	0	0.00322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01462	0	0	0.00116	0	0	0	0	0	0	0	0	0	0	0	0	0.03474	0	0	0	0	0	0.0557	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00959
Olsenella_unclassified	0	0	0	0	0	0	0	0	0	0	0.00564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01646	0	0.0191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4011	0	0	0	0	0	0	0	0
Slackia_piriformis	0	0.10602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01598	0	0	0	0	0	0	0	0	0	0	0.00585	0	0	0	0	0	0	0	0	0	0.02326	0	0	0	0	0.02579	0	0.01603	0	0.00766	0	0	0	0	0	0.52175	0	0	0	0	0.01499	0	0	0	0	0	0	0	0.08856	0	0	0	0	0	0	0.07979	0	0.29726	0	0	0	0	0	0	0	0.00407	0	0	0	0	0	0	0.01811	0	0	0	0
Bacteroidetes_bacterium_oral_taxon_272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06564	0	0	0	0	0	0	0	0	0	0	0	0	0.01197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_caccae	0.44222	0.2539	2.23886	4.22645	0.74807	0	2.40949	2.59242	0	0.11629	0	3.08166	0.19838	0.98637	0.19787	0.11345	0.38348	2.58648	0.39349	0.35137	0.00575	1.67951	0.23643	0	1.17672	0.2589	0.18082	1.40611	1.14563	0.74385	0.36029	0.39819	0.93697	0.03555	0	0	0.92442	0.0099	0	1.44228	0.04023	1.95016	1.6101	0	0	0	0	0.77758	3.30452	0.19471	0.84992	0	0.93362	0.0643	0.08487	1.07869	0.60745	0.52856	2.55686	1.40793	0.87836	4.56329	0.04677	0.33705	1.28815	3.46683	0.53054	0	0.5667	0.86015	0	3.73258	6.83782	0	0.98531	0	0	0.02663	0	0	0.83602	0	0	2.5145	0	0	2.57523	0.0356	0.51973	0.25582	1.77687	2.03488	0.6845	0	3.45912	1.25515	0.01636	0.72957	1.20063	0.83702
Bacteroides_cellulosilyticus	0.17011	0.03933	0	0	0	0	0	0.26051	0.3667	0	0	0.03763	0.03928	0	0	0.03043	0	0	0.0348	0	0	0.08282	0	0	0	0.02401	0.05116	0.29804	0	0.38277	0.0243	0.00573	0	0.01343	1.6817	0	0	0	0.05511	0.23815	0	0	0	0.83904	0	0	0	0.00373	0	0	0.56233	0	1.40988	0	0	0.66306	0.12504	0.54323	0.21184	0	0.06454	0.34144	0.43038	0	0	0.00629	0.03019	0.37765	0.22784	0.34233	0	0	29.81067	0.113	0.90643	0	1.53435	4.64104	1.27484	0.65938	0	0	1.98177	1.92507	0.00897	0.53288	0.03483	0	0.00116	0.05866	0	0.54212	0.24142	5.46404	0.05651	0	0	0.83583	0.04474	0.13669
Bacteroides_clarus	0	0.02159	0	0	0.00182	0	0	0	0	0	0	0	0.20691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1564	0	0	0	0	0.0042	0	0	0	0	0	0	0	0	0	0	0.34218
Bacteroides_coprocola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_coprophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_dorei	6.72999	0.27301	0.1641	0	0.33276	0	0.05809	7.07177	0	0	0	0.00535	0.30531	0	0	0.09838	0.12216	0	0.96465	0.03984	0.03181	0	0	0	0	0.00218	1.0118	0.77294	0	0	0	0	8.13168	0.89333	3.65884	1.14592	1.67638	0.00719	0.08077	0.4144	11.30937	0	0	0.04792	0	0	0	0.249	0	0.27226	0.19233	0	1.23472	0	0.29306	0	0.81621	0	0	0.03248	0.52509	0	0.11339	0.61565	0.04146	0	0	0	0.52287	0.2646	0	0	17.38939	0.02826	0.82854	0	15.12567	0	1.89878	0.15436	0.13328	0	0.35441	0.13816	0	0	0	0.27439	0	0	0	0	0.17213	0	4.24438	0	0.1234	0.004	2.60586	0.08528
Bacteroides_eggerthii	0.40011	0	0	0	0	0	0	0	0	0	0	0	0.04834	0	0	0	0	0.19978	0	0	0	0	0	0	0	0.0588	0	0	0	0	2.74194	0	0	0.02948	0	0.3326	0	0	0.71224	5.30702	0.08816	0	0.07469	0	0	0	0	0	0	0	7.96271	5.25049	0	0.10549	0.32058	1.28303	0	1.38904	0	0	0	0	0.10759	0	0.01896	0	0	0	0.11478	0.0605	0	0	0	0	0	0	0	0	0	0	0	26.93721	0	0	0	0	0	0	0	2.28743	0	0	0.00331	0	0	0	0	0	0	0
Bacteroides_faecis	0	0.00663	0.00688	0.199	0.15127	0	0.0153	0	0.01057	0.28901	0	0.55441	0.06115	0.64469	0	0.00507	0	0	0	0.00235	0	0.02563	0	6.40069	0	0.02283	0	0	0	0	0.00165	0	0.02312	0.05938	0	0	0	0.0061	0.00057	0	0.00182	0	0.00333	0	0	0.0082	0	0.0306	0	0	0	0	0	0.00093	0.0283	0.04667	0.00068	0.00227	0	0	0.51796	0	0.0418	0	0.09376	0	0	0.09451	0.02139	0.02744	0	0	0	0.02181	0.83666	0	0	0.00793	0	0	0.03036	0.00641	0	0	0	0.01554	0	0.12535	0.00132	0.05234	0	0	0.01155	0	0	0	0	0.00099	0.00247	0
Bacteroides_finegoldii	0.22688	0.04284	3.5916	1.03918	2.84	0	3.88544	0	0	0	0	0	1.2131	3.67289	0.04755	0.2636	0.00831	0.014	0.50109	0.35058	0	1.65581	0	0	2.40182	0.11774	1.15831	0.56863	0	0.36236	0.60666	0.83782	0.04958	3.49571	0	0.10988	0.76893	0.29599	0	0.75505	0.03387	1.43822	0	0	0	0	0.00457	1.12127	0.16082	0.00919	0.48539	0	0.06412	0	1.53513	0.08174	0.51864	0	0.01777	0	0.1582	0	0.19284	0.25144	0.0783	0	0.14893	0.44954	0.02627	0.00971	0	0.56841	0	0.35836	0	0	0	0.19308	0	0.01504	0	0	0	0	0	0	3.27737	0.01018	0.15561	0	0.53565	0	0	7.95213	0.51526	0	0	0	0.49791	0.79257
